case,outage_k,outage_policy,outage_radius,topology_mode,rank,compare_label,return_delta,return_ci95_lo,return_ci95_hi,vviol_delta,ploss_delta,paper_score
141,6,,,random_reset,1,fedgrid_v4_cluster_byzantine,0.6416867167200524,0.6416867167200524,0.6416867167200524,0.0,-0.01671059158125134,12.894952329665387
141,6,,,random_reset,2,fedgrid_v4_cluster_distill,0.11347527181342339,0.11347527181342339,0.11347527181342339,0.0,-0.002955085203474553,2.2803311686258385
141,6,,,random_reset,3,fedgrid_v4_cluster_dropout,-0.08950460362110624,-0.08950460362110624,-0.08950460362110624,0.0,0.0023308490526329933,-1.7986309625967973
141,6,,,static,1,fedgrid_v4_cluster_byzantine,0.6428143321982402,0.6428143321982402,0.6428143321982402,0.0,-0.016739956567662494,13.001136304014112
141,6,,,static,2,fedgrid_v4_cluster_distill,0.11347011869764001,0.11347011869764001,0.11347011869764001,0.0,-0.002954951007751031,2.2949713559991385
141,6,,,static,3,fedgrid_v4_cluster_dropout,-0.08872466447808829,-0.08872466447808829,-0.08872466447808829,0.0,0.002310538137450212,-1.7944862126250867
