compare_label,seed,algo,case,topology_mode,outage_k,outage_policy,outage_radius,return_mean,return_std,v_viol_lin_mean,p_loss_mean,n_components_mean
fedgrid_v4_cluster_nodistill,0,fedgrid_v4_cluster_nodistill,141,static,6,,,-3.3587289875458213,0.050427625372720525,0.0,0.08746690071733908,1.0
fedgrid_v4_cluster_nodistill,0,fedgrid_none,141,random_reset,6,,,-3.2196921391875906,0.08107301124409245,0.0,0.08384614945801017,1.0
fedgrid_v4_cluster_nodistill,0,fedgrid_v4_cluster_nodistill,141,random_reset,6,,,-3.3806388593294985,0.0715772500920563,0.0,0.088037470295039,1.0
fedgrid_v4_cluster_nodistill,1,fedgrid_none,141,static,6,,,-3.2323532200682927,0.04306338650828133,0.0,0.08417586510594513,1.0
fedgrid_v4_cluster_nodistill,1,fedgrid_v4_cluster_nodistill,141,static,6,,,-3.3653955451354434,0.047738439384633444,0.0,0.08764050898790215,1.0
fedgrid_v4_cluster_nodistill,1,fedgrid_none,141,random_reset,6,,,-3.2536519918618105,0.060284080619823426,0.0,0.08473052062140132,1.0
fedgrid_v4_cluster_nodistill,1,fedgrid_v4_cluster_nodistill,141,random_reset,6,,,-3.3861987886694154,0.06667962859854545,0.0,0.0881822601215994,1.0
fedgrid_v4_cluster_nodistill,2,fedgrid_none,141,static,6,,,-3.153927909096784,0.053322257391589335,0.0,0.08213353929939543,1.0
fedgrid_v4_cluster_nodistill,2,fedgrid_v4_cluster_nodistill,141,static,6,,,-3.2583272372205867,0.04614130716345288,0.0,0.08485227180261945,1.0
fedgrid_v4_cluster_nodistill,2,fedgrid_none,141,random_reset,6,,,-3.1751341748960553,0.07574883173071466,0.0,0.08268578580458476,1.0
fedgrid_v4_cluster_nodistill,2,fedgrid_v4_cluster_nodistill,141,random_reset,6,,,-3.2801384185493587,0.06537751942483386,0.0,0.08542027131638953,1.0
