algo,case,topology_mode,outage_k,outage_policy,outage_radius,n_seeds,return_mean,return_std,v_viol_lin_mean_mean,v_viol_lin_mean_std,p_loss_mean_mean,p_loss_mean_std,n_components_mean_mean,n_components_mean_std
fedgrid_none,141,random_reset,6,,,5,nan,nan,0.0,0.0,0.0838148190081777,0.002412782945874621,1.0,0.0
fedgrid_none,141,static,6,,,5,nan,nan,0.0,0.0,0.08324073963016146,0.0023935964211334276,1.0,0.0
fedgrid_topo_proto,141,random_reset,6,,,5,nan,nan,0.0,0.0,0.09102391291996549,0.018964454340961442,1.0,0.0
fedgrid_topo_proto,141,static,6,,,5,nan,nan,0.0,0.0,0.09043775309932288,0.01888854054772646,1.0,0.0
