case,outage_k,outage_policy,outage_radius,topology_mode,rank,compare_label,return_delta,return_ci95_lo,return_ci95_hi,vviol_delta,ploss_delta,paper_score
141,6,,,random_reset,1,fedgrid_topo_proto,-0.27682920621265117,-0.9458965498607178,0.13832457015827013,0.0,0.007209093911787786,-5.868679697918847
141,6,,,static,1,fedgrid_topo_proto,-0.27636531721579904,-0.9430046610089313,0.13734166102592604,0.0,0.007197013469161438,-5.899131712269107
