case,outage_k,outage_policy,outage_radius,topology_mode,rank,compare_label,return_delta,return_ci95_lo,return_ci95_hi,vviol_delta,ploss_delta,paper_score
141,6,,,random_reset,1,fedgrid_topo_proto,0.192002157259766,0.192002157259766,0.192002157259766,0.0,-0.005000056178639729,4.047605248437279
141,6,,,random_reset,2,fedgrid_v4_cluster_nodistill,-0.02702755267724468,-0.02702755267724468,-0.02702755267724468,0.0,0.000703842517636575,-0.5697689319231122
141,6,,,random_reset,3,fedgrid_v4_cluster_distill,-0.03970402901558545,-0.03970402901558545,-0.03970402901558545,0.0,0.0010339590889475643,-0.8370022426892172
141,6,,,random_reset,4,fedgrid_v4_cluster_gentle,-0.2615926853979156,-0.2615926853979156,-0.2615926853979156,0.0,0.006812309515570714,-5.514645988778597
141,6,,,static,1,fedgrid_topo_proto,0.19001928987857927,0.19001928987857927,0.19001928987857927,0.0,-0.004948419007254676,4.033936695592638
141,6,,,static,2,fedgrid_v4_cluster_nodistill,-0.0280919253157208,-0.0280919253157208,-0.0280919253157208,0.0,0.0007315605550968892,-0.5963660239618017
141,6,,,static,3,fedgrid_v4_cluster_distill,-0.042902979026076316,-0.042902979026076316,-0.042902979026076316,0.0,0.001117265078804077,-0.9107912231127685
141,6,,,static,4,fedgrid_v4_cluster_gentle,-0.26010501773401773,-0.26010501773401773,-0.26010501773401773,0.0,0.0067735681701567045,-5.521792952786462
